comment,sentiment,,,,
人类命运是共同体，真的是担心美国的疫情会完全失去控制，希望美国政府立即采取措施控制疫情蔓延，真正负起该负的责任来。,0,,,,
都这样了还有时间精力闹幺蛾子，中国能做的就只能心里同情一下无辜的美国民众了。。去帮美国都对不起自己。。。,0,,,,
做好防护措施 愿大家都平安！,1,,,,
北京加油，考生加油[加油],1,,,,
做好防护，高考生们加油呀[加油],1,,,,
整挺好[允悲][允悲][允悲]祝我高考顺利！,1,,,,
高考时间不推迟，希望考生发挥出实力[good],1,,,,
高考一定要保证这些国家人才的健康，出于安全考虑。支持[赞][赞][赞],1,,,,
听从指挥，服从命令。特殊时期，大家辛苦了[鲜花][鲜花][鲜花][鲜花][鲜花][鲜花],1,,,,
管严管住北京口岸????加油！！！这一波控制效率极高,1,,,,
先说说为什么会出现去过新发地但是健康码一直是绿色的情况，为什么！,0,,,,
严控严防不松懈[加油][加油][加油],1,,,,
早点好起来,1,,,,
防疫刻不容缓，大家切莫大意，做好防护，北京加油，世界加油[给你小心心],1,,,,
六号去的新发地 隔离期满了核酸做了为什么还不解除 工作都要没了,0,,,,
31号去的新发地，疫情以来第一时间上报单位和社区，13号开始居家隔离，安排了两次核酸检测?抽血检查，结果均正常！本应26号解除隔离，健康宝至今还是居家隔离状态，我们理解这是疫情防控应该做的事情，但是我们的生活该如何保障！,1,,,,
居家隔离都快17天了，核酸也做了，该配合的都配合，就是不解除隔离,0,,,,
居家都16天了 第二次核酸检查了 什么时候 能解除？？？,0,,,,
居家都15天了，还不解除隔离，核酸都做了三次阴性，健康码还是黄的，明天一到都去新发地一个月了，这是要隔离多久，没病也给隔离出病。,0,,,,
要不都拉走集中隔离吧 要不总是有不自觉的,0,,,,
哼。很多人开始不戴口罩到处溜达了。。。[抓狂][抓狂][抓狂],0,,,,
祈国泰民安，天下太平，中国加由[心][心][心],1,,,,
严格把控啊一定要[泪]要不然咱们半年的努力就功亏一篑了,1,,,,
见证美国250 ！希望全球疫情早日结束！,1,,,,
感觉看这个数字已经麻木了…不知道说啥,0,,,,
这就是中国速度！！！,1,,,,
这种事情进省之前做的，路上感染不是百搭？广州现在高风险区，到底是在哪里感染的并不清楚，但是只要是湖北籍贯的都被带节奏的报道，另一个新疆的感染者大家都无感忽视，这种标题党哗众取宠的新闻也能上到热搜榜[弱][弱],0,,,,
湖北全省一天最多只能做10万个人，6000万人两年都不一定做得完，而且做完了结果也不一定准，结果准确也不能确保后续不被感染。说真的其他省份的人只是不用检测，真检测估计数字也不会好看，所以锅就让湖北背，其他的通通都鸵鸟。,0,,,,
我就好奇不是有检测好几次才检测出来的吗，回校前检测也可能不准吧,0,,,,
毕业生有需要可以先回呀，干嘛一刀切让所有年级都回（我说的是大学生）都这样了，还开什么学,0,,,,
我没看身边几个同学想返校的，家长也不希望这学校着急着开学,0,,,,
说实话我真的不知道大学生这么急着返校干嘛 毕业生可以理解 家庭关系不睦的也可以理解 其他人是为了啥 在家待着不快活吗 想见对象出去玩就算开学了也是隔离封闭在宿舍上网课你也出不去啊[允悲],0,,,,
考虑毕业生了吗？考虑准备考试的吗,0,,,,
开什么开开开，风险还是有的吧，大学生五湖四海的来，学校了有了一个就不得了，五月中旬开，有什么意义[怒][怒][怒][怒][怒],0,,,,
呵呵，之前广东一个检测是阳性的外国人让他从佛山跑出来了，居然没上热搜???，星巴克两个员工确诊了也没上热搜，经常让湖北去的人上热搜，湖北用的绿码，外省不是用绿码？？????另一个新疆籍的去了感染了咋不说,0,,,,
这还开学？狗命重要,0,,,,
太棒了！真的不容易！感谢每位抗疫战士的付出！[给你小心心][给你小心心],1,,,,
加倍注意，珍惜今日的不容易[赞],1,,,,
中国大国风范和担当[心]，别想污蔑中国,1,,,,
抄抄作业好吗？自愿返校可以吗。,0,,,,
真是不知道还有一个月就放假了，非回学校干啥去？大老远跑回去给老师表演一个挂科？,0,,,,
不考虑外地学生机票车费？,0,,,,
这么晚的开学时间还不自愿的话 太惨了吧,0,,,,
我们学校境外生那么多，花几千交通费冒着被感染的风险回去考个试真的没必要（不是大学生别来回击我，反弹,0,,,,
同感，作为非毕业生，花几千机票回去就为考个期末，感觉真的不值得。 想回学校的自己申请不好吗[允悲],0,,,,
给我上去！外省同学就活该吗 大可不必为了不退住宿费这样,0,,,,
来回机票两千多，就回去考个期末考，我谢谢您呢[微笑],0,,,,
理解不想返校姐妹的心情，只求学校不要一刀切安排自愿返校让我们想回去的返校吧,0,,,,
花几千机票就为了考个期末吗...不是说不考试。只是机票钱....,0,,,,
大学生课时网课都上完了，暑假补课啥意义？,0,,,,
外同学真的惨，还得提前隔离14天[拜拜][拜拜]什么破事,0,,,,
大学生回去也是宿舍隔离真的搞不懂回去干嘛,0,,,,
5月20还开个锤子??,0,,,,
还得分批？轮到我不就放暑假了？？？,0,,,,
坐标福建，我们学校让毕业生回去答个辩就给毕业了，然后5月20号离校，给其他年级腾校园，加上路上的时间我们毕业生也才勉强凑个隔离期，真不知道学校领导怎么想的[拜拜],0,,,,
我在家舒服的很 又没谈恋爱 没不欠花呗 又有钱 又可以陪我爸妈 所以真的有什么理由让我回学校啊[怒骂][怒骂][怒骂]卧槽[打脸][打脸][打脸]我tm服了 ???.,0,,,,
为了不退住宿费？,0,,,,
山东怕六月[费解],0,,,,
有病吧回去也是上网课还不如在家??,0,,,,
我家庭关系不要太太太和睦！！！我真的没有理由想开学.！！！[怒骂][怒骂][怒骂],0,,,,
本来很想开学的 看到开学日期 算了吧 家里不好吗,0,,,,
5月20开学隔离14天，6月了，挂个科，回来了，好！,0,,,,
回学校还得宿舍隔离两个星期 换个地方上网课而已,0,,,,
而且每批都要隔离，这样下来回去即暑假，有什么意义呢？外地学生还来回花路费钱，学校一日游吗[费解],0,,,,
我们学校居然通知要寄书了[摊手]然后5_20之后开学再背书回去[摊手]回去再宿舍隔离上网课[摊手]学校网络差成什么鬼样子我们都要流量上课[摊手]我心疼流量钱谢谢[摊手]然后外卖也不能送进来我们只能吃学校食堂外卖[摊手]妈的有什么毛病毛病,0,,,,
简直无语，外省的花那么多路费回去在宿舍上网课[疑问]然后再考个试就又回家[疑问]谁家的钱是大风刮来的啊，有没有考虑过省外学生的情况[微笑],0,,,,
我是陕西人，在福建读书，1500公里,0,,,,
没错??我是本省都心疼车费??也有三百来块钱呢[汗]??外省更是,0,,,,
河南人，要千里迢迢跑到福建，只为一个期末考,0,,,,
黑龙江籍的怎么办，花着高额的机票钱，从哈尔滨飞到福州，还要担着这样的高风险，就是为了回学校考个试吗？无语??[哼],0,,,,
肯定这学期住宿费又不给我退回来,0,,,,
本来很想开学 看到日期 然后想想回去隔离完就考试 我笑了[微笑][微笑][微笑][微笑][微笑][微笑],0,,,,
无语死了我这层为啥杠精这么多，杠精滚出去行不行绝了。etc吗这么能抬杠[吐],0,,,,
学生消费带动各地方经济，要不学校附近的消费很难恢复,0,,,,
我云南大理 在福州读书[泪],0,,,,
开什么学 要学开把教材寄来干嘛 等着我到时候背回学校吗真的是气死掉了,0,,,,
外省同学回学校的路费都比住宿费多多了[摊手],0,,,,
上网课就算了 我们学校寝室网还差 醉了[拜拜]回去隔离完就期末考 看不懂学校整些啥[拜拜][拜拜],0,,,,
自愿开学不安排一下吗,0,,,,
我在家舒服的很 又没谈恋爱 没不欠花呗 又有钱 又可以陪我爸妈 所以真的有什么理由让我回学校啊[怒骂][怒骂][怒骂]卧槽[打脸][打脸][打脸]我tm服了 ???,0,,,,
而且！有的专业不需要做实验啥的，在哪学不一样啊，除了增加路上感染的风险和浪费往返的机票钱，再有何意义,0,,,,
我觉得自愿叭，不管我们外省的路费是吗？要不早点开，要不就不开，何必呢？来回折腾我们[跪了][跪了][跪了],0,,,,
有姐妹打电话给教育厅说能不能自愿返校 太极厅说 是你的学业重要还是你的机票钱重要[嘻嘻],0,,,,
车费钱，伙食费省着下半年交学费不香吗,0,,,,
[怒][怒][怒]一想到我来回机票钱我就来气，在家里本来就亲情快没了。,0,,,,
我希望各高校可以认真考虑，有的学生既不做实验也没有要答辩，那些真的没有必要返校的学生大可不必返校，在家网课上得好好的何必冒着风险特地再召回学校上课呢？这样减少学生路途风险又降低学校人口密度，给返校的同学也降低了风险，具体问题具体分析吧，可千万别一刀切[拜拜],0,,,,
我觉得主要还是看学校安排吧这个也只是给个期限 意思应该是就算大学要开学也是在5.20之后,0,,,,
学校会安排自愿返校的，之前好多地方都说高校安排开学，等学校自己安排的时候就会变成自愿返校，我们学校就是这样，毕业生先回去，但是也可以根据自身需要自愿返校,1,,,,
借楼，五月底还开个??？隔离完都六月中旬了，然后就为了一个考试？冒着风险？路费什么的不是开销？,0,,,,
学校坐标全国第一个开学的省份，结果因为信大学生返校……毕业班说是原则上自愿返校，辅导员一通电话就……好几个文科类学院都通知线上答辩了，估计我们这些理工科的也快了[泪][泪][泪]真难啊,0,,,,
非毕业班5.20号开学真的没必要??还不如不开??听说还得在宿舍隔离14天？？[跪了]隔离完不就期末了？,0,,,,
我发自愿返校那个留言到现在都没有入选,0,,,,
再分批回去让我挂科吗,0,,,,
20号返校宿舍上网课14天，然后等着期末考考完正常放暑假回家，远的同学如乌鲁木齐的，还要花着四五千机票坐来回14小时的飞机，冒路上风险去今天还新增一个无症状感染者的地方就为了回学校呆一个月 而且完全可以下学期头考，本来新大一高考晚一个月，大学入校也晚一个月这一个月也够大二大三考试,0,,,,
52元也是钱啊，湖北真的做的已经很好了，感谢政府,1,,,,
被评论风气惊呆了[傻眼]！众所周知，湖北人现在想复工，想出省你就是得做检测，有些地方单位甚至要求5天内结果有效，在你自费也必须得做的前提下，潜江政府站出来给了每个人补贴鼓励全民核酸对抗疫情，鼓励潜江人复工不受歧视，得到的评论反响就是这？就这,0,,,,
潜江只是湖北省直辖的一个县级市，体量很小，财政肯定远远不如武汉。本来疫情财政都困难，能补贴这么多，能鼓励大家都去检测也是要下本钱的。希望小龙虾大卖[doge][doge][doge]加油,1,,,,
要是别人家，可能就是xx又走在前列。湖北不检测也是骂，全民检测说没意义不准，低价鼓励检测就说该全部免费[汗][汗][汗]得了，抱着自己检测自己放心的心态吧,0,,,,
政府还是很不错的 给补贴了一部分 帮老百姓缓解经济压力,1,,,,
意思是事业单位，公务员都是公费，老百姓要掏80。,0,,,,
公务员在最困难的时期，不舍昼夜三班倒执勤守路口，挨家挨户做宣传，查情况的时候，你在干什么,1,,,,
政府补贴一部分，剩下部分个人承担，至于你工作的单位愿不愿意给你承担，看你单位如何。人家没说所有事业单位员工不花钱，也没说所有私企都不给员工报销。努力考个事业单位呗，非体制内表示，这么个小事，说这酸话没多大意思,1,,,,
潜江总是很亮眼。这次防疫，湖北的地区市潜江做得最好!,1,,,,
钟南山爷爷辛苦了，医务人员辛苦了！中国最强！,1,,,,
为默默付出的科技工作者们点赞！[能量少女耶],1,,,,
中国????????。[good][good][good],1,,,,
中国????加油！疫苗出来就可以摘口罩了！为默默付出的科技工作者点赞[中国赞][中国赞],1,,,,
天哪，山东要加油哦，做好严防严控。,1,,,,
好温暖的孩子 老师一定平平安安的,1,,,,
什么样的好老师才能教出这样的好学生,1,,,,
这个小女孩很敬重她的老师，说明这位老师值得尊敬[赞],1,,,,
[心]所以我很喜欢回校后的宿管阿姨，她们打饭都不敢浪费时间。,1,,,,
关键时刻冲在一线的还是这些有组织的人们！[good][good][good][good],1,,,,
感恩，是孩子最可贵的品质,1,,,,
突然又多三个月，单词单词也不慌了，先准备乱七八糟的网课期末考,0,,,,
今年下半年的考试能压死我,0,,,,
些网友不喜欢听就出门右转嘛，没人逼你听视频，再说了 讲这些本来就是张文宏的工作，他不讲，难道你去讲吗。,0,,,,
别来杠…我来实话实说，我是4月中飞回国的留学时，上飞机不穿防护服的后果就是你想把坐飞机那天穿的衣服扔掉，因为隔离半个月，隔离酒店没法洗衣服，如果衣服上有病毒？之前不是说过活性病毒能在口罩表面存活7天么，那衣服是不是也是同理…很多隔离酒店连消毒的喷雾什么东西都没有…,0,,,,
我3月份做飞机高铁怕冻感冒，穿得多，直接捂到38°[允悲],0,,,,
这是个概率问题，如果紧邻病毒感染者，那么穿了防护服就是很幸运免于被传染,0,,,,
不懂医学知识，就穿防护服，就是这么简单,1,,,,
听张老师的，要吃有营养的东西！,1,,,,
记住了，到时候在飞机上看到戴带阀门的同学就离远一点23333 感谢KOL张文宏医生哈哈哈,1,,,,
“每一天都是你回国的时机”??突然就没那么恐慌了?[泪][加油],1,,,,
多吃高蛋白，不吃不喝不现实[笑cry][笑cry],1,,,,
没感觉了，只是累积的数据而已,0,,,,
希望全球疫情早日结束?? 希望人们都平平安安??,1,,,,
佩服美国人面对疫情沉稳淡定的态度[喵喵],1,,,,
睡了个觉又加了一万[失望],0,,,,
这是没有全面复工复产的情况下，如果按照床老板要求，全面正常化，肯定还有一波高峰！,0,,,,
总理辛苦了！中国一定会更好，更强！[给力][给力],1,,,,
希望祖国越来越强盛[给力][给力]，经济也越来越好！[加油],1,,,,
支持科学溯源[作揖][作揖][作揖],1,,,,
科学，科学，科学，重要的话说三遍,1,,,,
严防严控严检严隔离,1,,,,
还是不能放松警惕[赞],1,,,,
真幸运我生长在中国????，[心]看到这数据，让我联想到好多生化电影镜头，真希望特效药快点出来[悲伤][悲伤][悲伤]愿世界充满美好！,1,,,,
向白衣天使致敬！天使，希望你在天堂永远幸福！！,1,,,,
不忘初心，牢记使命，加油,1,,,,
政治盲从不应凌驾于科学判断[good][good][good]?科学判断往往屈从于政治权利[弱][弱][弱],1,,,,
政治盲从不应凌驾于科学判断！,1,,,,
[蜡烛][蜡烛][蜡烛]愿天堂没有病痛...愿英雄天使一路走好...??????,1,,,,
走好[泪],1,,,,
现实版的忠犬八公！[泪][泪][泪],1,,,,
好感动，希望它能找到一个更好的家。,1,,,,
[泪]感动，希望有好心人收留！,1,,,,
这个还得看别的国家的反馈……目前来看我们还有很大改善空间[爱你][爱你][爱你],1,,,,
就是[哼]美国凭什么管中国的家事[怒],0,,,,
美国就是一只国际喷子！满世界乱喷乱吠,0,,,,
我们这低风险区中的没病历区，还是在戴口罩，小心点好,1,,,,
管不了别人，反正我每天都戴，人多的地方更戴着,1,,,,
啊？我囤了好多，不戴好心疼我的钱[允悲],1,,,,
我好想回学校啊,1,,,,
大国风范[good]大国担当[加油]中国态度[心],1,,,,
人类命运共同体。,1,,,,
这就是中国态度！[心],1,,,,
这是中国态度，大国风度,1,,,,
大国的风范与担当[心],1,,,,
各国应携起手来，共同构建人类卫生健康共同体。[good],1,,,,
中国加油(? ??_??),1,,,,
这图片，也许会被BBC、CNN等外媒拿来做文章。,1,,,,
人家暑假时间都确定了 我们开学时间还没定[酸],0,,,,
有的小朋友还没开学，又要放暑假了[doge],0,,,,
我们刚通知不开学了。还不如早点告诉我，好让我有个心理准备[微笑]。这下好了，学财两空[微笑],0,,,,
山东全年上没有暑假，努力到最后也是大部分都是大专， 修口罩机器的，上海不上也大部分都是本科，管着修机器的，地域差异。 高考大省都好惨。一点都不公平,0,,,,
想说课程并不赶，上海的网课是挑选了1000多名模范教师精心录播的，说实话有的教的比自己老师教的还好，所以上课效果非常好，没落下什么课程,1,,,,
上海的网课全市最好的老师统一录制，电视台播放，所以孩子开学后进度一点没拉下。不推迟暑假是正常的啊！,1,,,,
花最多的钱 挨最毒的打？,0,,,,
谁给他的权力？？？,0,,,,
14号被打，直到18号媒体报道之时，还不道歉，态度蛮狠不讲理。这种健身房是不是应该关门呢？,0,,,,
真是一朝被蛇咬，十年怕井繩，现在一提到发热就想到那啥，幸亏没事[允悲],0,,,,
小痛小病的正常，就是搞得我慌得厉害,0,,,,
不愧是中医药大学，很有专业特色,1,,,,
太贴心了吧，这学校，为啥我们学校啥也没有[酸][酸][酸],1,,,,
我终于可以当一次“别人家”的了，哈哈哈哈哈哈，我们山中医好棒！,1,,,,
孙副总理辛苦了[心][心][心][心]???大吉林加油 ????,1,,,,
古稀之年，辛苦啦，多注意身体[抱抱][抱抱][抱抱],1,,,,
致敬。从湖北到黑龙江再到吉林。,1,,,,
老太太真的辛苦了，祝您健康长寿,1,,,,
加油早日战胜疫情,1,,,,
吉林加油，热干面为烤冷面加油[心],1,,,,
吉林加油[拳头],1,,,,
这时候少“串门”还是很必要的,1,,,,
决不能让来之不易的疫情防控成果前功尽弃！吉林，加油！[加油],1,,,,
任何地方和个人出现疫情，都是要做出牺牲的。??,1,,,,
无症状感染者还是有风险。,0,,,,
万众一心可破任何难事[给你小心心][给你小心心][给你小心心]加油！,1,,,,
：众志成城，万众一心,1,,,,
努力的孩子没有周末，做电商的朋友来慰问了！[鲜花],1,,,,
[抓狂]山东学子的羡慕 突击开学气死了,1,,,,
大不分同学都不想开学吧,0,,,,
山东：没什么好说的 给大家表演一下突然开学吧,0,,,,
河北人在山东上学 我太难了[生病],0,,,,
：恭喜河北获得季军！?? 终于来了！,1,,,,
哈哈哈过完儿童节就要上学了开学快乐啊,1,,,,
都在观望，就怕担责任，也不知道在等谁,0,,,,
夏天这么热，孩子们上课要戴口罩吗？,0,,,,
[拜拜]高中生戴口罩上课一个月了 再带一个月估计就离开这个美丽的世界了[拜拜]重点是学校还不开空调,0,,,,
河北还能开学吗？在我有生之年？？？,0,,,,
大学生：我只是年纪比小学生虚长几岁[喵喵],0,,,,
多么正常 我大学的时候辅导员就是个摆设 四年下来见面的次数屈指可数 有事请假去办公室都不知道是哪个,0,,,,
正常，戴口罩呢,1,,,,
对于近视眼的人来说，只能靠声音去辨别了，毕竟不熟的人真的没有盯着别人眼睛看过[委屈][晕],0,,,,
希望早日战胜,1,,,,
加油吧，别让疫情卷土重来,1,,,,
一定保护好自己！,1,,,,
无症状是怎么得病的呢？传染源在哪呢，也挺奇怪,0,,,,
现在还不能松懈，普及一下戴口罩吧，还有随地吐痰那些，别因为你一个人毁一座城??,0,,,,
武汉街头还有人随地吐痰,0,,,,
看看山东的学生吧，学校不让戴口罩，没有医务室，几千个人一起在食堂吃饭，不拆班,0,,,,
看啥，低风险地区不很正常？很好奇你是山东哪个地区？学校连医务室都没有？上一阵高三初三开学没拆班？这么长时间了，还不合班，您让其他年级怎么办？其次嗷！不是学校不让戴，是政府科学研讨后决定的。别在这无病呻吟！,0,,,,
怎么就无病呻吟了，提前十四天通知结果临时说开学，八个人十四个人的宿舍都能通过这叫无病呻吟？不知道就别骂别人，学生多少潜在危险？初中都没开让大学生开还说无病呻吟[黑线],0,,,,
你都向医院主动报告了，还坐公交？？？,0,,,,
这是可能开始医院院内播散了吗？,0,,,,
划重点是他主动去筛查确诊的，而不是发病，可能本地病人更多,0,,,,
是防疫工作组主动筛查的吧？看清楚再来说话好吗？没有出现病重人员主动去检查确诊说明没有大规模爆发,0,,,,
调查到这个份上，看似例数还数得清，背后有多少人做了多么细致的工作啊。吉林加油,1,,,,
：我感觉还是安心的，社区已经调查过我们社区每个人的行踪，我去了趟长春还被特别询问了一番,1,,,,
吉林挺住，等一个疫散花开??????,1,,,,
现在还不能松懈，普及一下戴口罩吧，还有随地吐痰那些，别因为你一个人毁一座城??,1,,,,
这么心大，还真有有去旅游的？还是之前1月份旅游刚回来？,0,,,,
全球疫情期间出去旅游的，说好听点是心大，说难听点是自私。。,0,,,,
注意安全，做好防疫工作，加油加油！！[给你小心心][给你小心心],1,,,,
支持，同时做好防疫工作。,1,,,,
今年这个两会关注度会很高,1,,,,
注意安全的话不多说了，你们一定会做好。祝两会顺顺利利，圆满成功！[心],1,,,,
东北片区看来最近抬头倾向明显，失误带来的失守更带来成倍的困难。有出行目的地为东北的还是暂时延迟一下，别给他们添麻烦。也希望黑龙江和吉林能尽快的好起来[拳头][拳头][拳头]????,1,,,,
正常的，这才是对疫情的合适态度啊,1,,,,
加油！等待清零的那天！,1,,,,
加油！挺住阿中大哥。我爱你,1,,,,
加油，相比之前，现在最重要的防控就行了。[心][赞],1,,,,
希望赶快恢复正常生活唉╯﹏╰万众一心??,1,,,,
病毒还在，疫情还有，不能掉以轻心，口罩不能摘，洗手一定洗，在家隔离一定不能随便。都要想着这不是一个人的事，是关乎中国各地的事啊,1,,,,
万众一心抗击疫情，继续加油！！！,1,,,,
有人告诉我感染源是谁啊？ 我找了半天没看到有说感染源的。。呜呜，这个学期不开学没关系，下个学期我还想开学呢[泪],0,,,,
吉辽加油(? ??_??)?，东北三兄弟稳住嗷[给你小心心][给你小心心][给你小心心],1,,,,
太顽固了这个病毒[失望][失望][失望],0,,,,
天哪，真的是可怕，加油啊。,0,,,,
最怕的就是无症状感染[泪],0,,,,
早日归零，恢复正常生活??????,1,,,,
加油，希望大家都能挺过去，不要向特朗普那样被折磨的神志不清,1,,,,
那个，想说最近很多视频是故意把口罩剪个洞吃东西的，引起很多评论和点赞，甚至有大号转发。 这样容易造成很多人模仿，在还没彻底恢复之前，感觉这种行为真的不太好 希望重视一下，可以玩梗，但不要让大众随意模仿，真的会造成安全隐患[酸]?主要也是希望大家不要松懈，还是好好防护以便更快的恢复[心]??评论配图,1,,,,
而且，破坏口罩一方面会有安全隐患，另一方面也会造成污染[污],0,,,,
我寻思着 摘下口罩吃东西 和口罩剪个洞吃东西 有什么区别吗…你干脆说公共场合不要吃东西好了??非要针对别人口罩剪个洞吃东西的那些NT[doge],0,,,,
希望全球疫情早日结束！人们都平安??,1,,,,
：愿世界早日无恙，愿全球尽快皆安！[心],1,,,,
严防严控，继续努力[拳头],1,,,,
大家还是要做好防范，不能放松警惕，不要给国家添麻烦了,1,,,,
严加防控，继续努力，不松懈，直到疫情结束,1,,,,
不松懈也不害怕。,1,,,,
都恢复驾考了，大学生什么时候开学[悲伤],0,,,,
不要脸，贼喊捉贼，请问你们研究出来了吗？可惜我们疫情平稳了，不咋需要人人都来一针呢,0,,,,
我们这是遇到无赖了[二哈],0,,,,
别那么快说不用戴口罩，我们这边大街上很多人都不戴口罩，还随地吐痰[费解],0,,,,
现在重重之重是舒兰的第一例感染源头途径要弄清楚啊，不然会感染更多人啊，愿疫情早日结束[抱抱][抱抱],1,,,,
希望疫情早日结束[心]加油,0,,,,
我的眼睛真的顶不住了 上课用电脑看书也是电子书 作业全是电子版?[泪][泪][泪],0,,,,
不是提前十天吗？,0,,,,
不给我补课的时间，那我只好挂科了[拜拜],0,,,,
噫，之前毕业生要开学山东拖拖拉拉 现在又让非毕业生开学。奇了个怪咧，侬有这时间不能处理处理济宁那事先?,0,,,,
太突然了[泪][泪]说好的提前10天呢？,0,,,,
官本位思想太严重，就怕承担责任，看相邻的江苏中小学都开学都一个多月了，这就是为什么差距越来越大原因,0,,,,
这也是一个警钟 疫情远远没有离去，大家一定要做好防备不要掉以轻心。吉林加油??,1,,,,
虽然身在吉林，但一点也不慌张，因为我们相信人民，相信祖国！[加油],1,,,,
请大家相信，一切都会好起来的！加油！,1,,,,
有全国人民在吉林背后，一定安然无恙。,1,,,,
加油！！！一切都会好起来的！,1,,,,
吉林人民会配合国家政策法规，坚决居家隔离不出来溜溜达达，希望疫情早日过去！,1,,,,
第一个病例 自己去检测 折腾了两天 还住了宾馆。真的不太安全啊。增加了他人感染风险。还不如老老实实在家隔离等消息（等郝某某的结果）,0,,,,
这个疫情啥时候才能结束啊，希望有一天不再看到新增的消息。,1,,,,
建议辽宁疾控抓紧行动，发现无症状的都需要全部大范围检测，直接去到所在单位社区进行检测，别让患者自行检测自行活动，大范围筛查，早筛查出无症状的，早切断传染源，会及早控制,1,,,,
很痒加油啊，早日战胜疫情,1,,,,
现在重重之重是舒兰的第一例感染源头途径要弄清楚啊，不然会感染更多人啊，愿疫情早日结束[抱抱],1,,,,
祝广大考生金榜题名得偿所愿！加油加油啊,1,,,,
我爱祖国????，祖国繁荣昌盛,1,,,,
相信祖国的力量……[加油][加油]??????,1,,,,
很棒了！现在的生活离不开快递小哥了[作揖][作揖],1,,,,
病例4很大可能是在隔离期间感染的，如果是之前就感染了，不可能没有症状的，大家不要太过于担心了，我们要做的就是继续做好个人防护，不可掉以轻心。,1,,,,
这个关联病例是因为个人防护没做到位，看来还是不能大意了，特别是密接者,0,,,,
看到这句话我就放心了，谁想去学校这个鬼地方[允悲]从南到北跨过大半个中国我想都不敢想中途会发生什么[泪][泪][泪],0,,,,
不开学，盼开学，开学了，不想去[允悲][允悲][允悲],0,,,,
省外大老远回去光路费2000左右就为了考试吗[泪]现在开学真的有意义吗,0,,,,
画重点：先隔离，先毕业班，自愿，,0,,,,
套路满满，到时候学校可能让你自愿，但是不组织线上考试[微笑],0,,,,
省外还要测血清和核酸??省内不需要??尽全力保证省内学生安全???省外的就不当人看了[嘻嘻],0,,,,
外省提前返校隔离，全寝就我一个外省的[泪],0,,,,
希望学校也采取自愿原则，新疆学生来回车费1000多呢???真的很折腾。。。。况且现在好多科都已经结课了。。。没必要过去考个试再回来,0,,,,
支持！科学计算，合理清退！,1,,,,
今天问老师能不能让宿管阿姨帮我们晒晒被子，老师说，你们别做梦了，学校一万多人，我上哪儿给你找那么多阿姨晒被子啊[doge],0,,,,
人间有真情人间有真爱[心],1,,,,
小举动，大温暖[心][心][心],1,,,,
知恩图报！辛苦啦,1,,,,
但愿2021年能够如愿举行，如果举行会有一个有意思的报道:中央广播电视总台，中央广播电视总台，现在是2021年7月，我们在日本，向大家现场直播2020年东京奥运会开幕式的实况[doge],1,,,,
希望疫情尽快结束,1,,,,
疫情快点结束吧，奥运会就是运动员的梦想啊,1,,,,
日本要加油啊！！！[心]期待着明年正常举办奥运会！可以的！,1,,,,
无论过去发生了什么，最好的马上就会到了，加油,1,,,,
加油，彩虹马上就要来了，如果别瞎跑去外国的话,1,,,,
加油??愿一切阴霾早日过去[给你小心心],1,,,,
我20号开学了 学校封闭管理 也不用去教室上课 请问 我天天待宿舍跟我待在家里有什么区别？在家我还不用生活费[微笑][微笑][微笑],0,,,,
我一定没睡醒，不想开学,0,,,,
的确，现在出门不戴口罩就会觉得是个异类[允悲],0,,,,
对的，现在不戴口罩出门，感觉超不自在特别焦虑[二哈],0,,,,
如果去了还是在宿舍上网课的话，那我宁愿不要开学[允悲],0,,,,
山东好样儿的！咱们千万晚点开[微笑]我论文还没写呢,0,,,,
我也想回宿舍了[泪][泪][泪]啥时候能回去啊，想学校了,1,,,,
无症状是最可怕的，一定要严查严防！,0,,,,
无症状感染，还是很凶……,0,,,,
北京时间三点多的时候就已经100万了[允悲],0,,,,
中国加油！我爱祖国,1,,,,
现在还有不想开学的同学嘛[doge],0,,,,
支持，胜利属于我们,1,,,,
期待全国清零,1,,,,
网课上得我手机废了 眼睛也废了[傻眼],0,,,,
评论有毒啊，新疆籍的被感染了，还是广东感染，怎么不说？一个个就盯着湖北籍，人家家在广州，长住广州，配合做返校前检测，有什么好说的,0,,,,
最怕的事情还是发生了...这也太…,0,,,,
天啊。。。广东好在开学前检测，不检测的地方要碰到这种事不玩完了吗？[衰],0,,,,
一堆垃圾号，拼命把矛头对准湖北，湖北复工复产已经够困难了，身边一堆关门的商户，父母那辈一堆没有工作不敢出省的，明明现在检测是好事，只要有个湖北就拼命吃湖北的人血馒头，新疆籍在广东被感染怎么不说，广东本土确诊一例怎么不说？,0,,,,
广州4月21日到23日，三天的士司机全部检测，31000的士司机全部阴性，初三、高三全部教职工、学生返校之前全部检测，这不是负责任的事情吗，这是好事啊。,1,,,,
顶你，说实话我们这儿原来也有个无症状的，连自己家人都没传染，全国这么多人，只要及时排查，追根溯源，不用太过恐慌，大场面都见过了，这才哪跟哪儿啊,1,,,,
我觉得他们好负责，我们这比较穷，没办法给每个人都做[允悲]羡慕,1,,,,
重庆高校，湖北籍学生被要求提前回去核酸检测加隔离，但很多人骂。??????虽然学校私下要求，不合理。但提前返校核酸检测加隔离都为大家好。要是多提前几天公开通知，我觉得一点问题没有,1,,,,
湖北的太惨了…复工遥遥无期…,0,,,,
